count,event_no,trace_length,transitions,process_entropy,process_type,statespace_size,number_of_traces
500,1,5,3.0,min_entropy,Memoryless,5,500.0
500,2,5,3.0,min_entropy,Memoryless,5,500.0
500,3,5,3.0,min_entropy,Memoryless,5,500.0
500,4,5,3.0,min_entropy,Memoryless,5,500.0
500,5,5,3.0,min_entropy,Memoryless,5,500.0
500,1,39,3.0,med_entropy,Memoryless,5,500.0
435,2,39,3.0,med_entropy,Memoryless,5,500.0
353,3,39,3.0,med_entropy,Memoryless,5,500.0
296,4,39,3.0,med_entropy,Memoryless,5,500.0
242,5,39,3.0,med_entropy,Memoryless,5,500.0
195,6,39,3.0,med_entropy,Memoryless,5,500.0
161,7,39,3.0,med_entropy,Memoryless,5,500.0
137,8,39,3.0,med_entropy,Memoryless,5,500.0
109,9,39,3.0,med_entropy,Memoryless,5,500.0
87,10,39,3.0,med_entropy,Memoryless,5,500.0
72,11,39,3.0,med_entropy,Memoryless,5,500.0
59,12,39,3.0,med_entropy,Memoryless,5,500.0
45,13,39,3.0,med_entropy,Memoryless,5,500.0
34,14,39,3.0,med_entropy,Memoryless,5,500.0
26,15,39,3.0,med_entropy,Memoryless,5,500.0
22,16,39,3.0,med_entropy,Memoryless,5,500.0
18,17,39,3.0,med_entropy,Memoryless,5,500.0
14,18,39,3.0,med_entropy,Memoryless,5,500.0
13,19,39,3.0,med_entropy,Memoryless,5,500.0
9,20,39,3.0,med_entropy,Memoryless,5,500.0
8,21,39,3.0,med_entropy,Memoryless,5,500.0
6,23,39,3.0,med_entropy,Memoryless,5,500.0
6,24,39,3.0,med_entropy,Memoryless,5,500.0
6,25,39,3.0,med_entropy,Memoryless,5,500.0
6,22,39,3.0,med_entropy,Memoryless,5,500.0
3,29,39,3.0,med_entropy,Memoryless,5,500.0
3,32,39,3.0,med_entropy,Memoryless,5,500.0
3,31,39,3.0,med_entropy,Memoryless,5,500.0
3,30,39,3.0,med_entropy,Memoryless,5,500.0
3,28,39,3.0,med_entropy,Memoryless,5,500.0
3,27,39,3.0,med_entropy,Memoryless,5,500.0
3,26,39,3.0,med_entropy,Memoryless,5,500.0
2,33,39,3.0,med_entropy,Memoryless,5,500.0
2,34,39,3.0,med_entropy,Memoryless,5,500.0
1,35,39,3.0,med_entropy,Memoryless,5,500.0
1,36,39,3.0,med_entropy,Memoryless,5,500.0
1,37,39,3.0,med_entropy,Memoryless,5,500.0
1,38,39,3.0,med_entropy,Memoryless,5,500.0
1,39,39,3.0,med_entropy,Memoryless,5,500.0
500,1,36,3.0,max_entropy,Memoryless,5,500.0
407,2,36,3.0,max_entropy,Memoryless,5,500.0
323,3,36,3.0,max_entropy,Memoryless,5,500.0
273,4,36,3.0,max_entropy,Memoryless,5,500.0
228,5,36,3.0,max_entropy,Memoryless,5,500.0
188,6,36,3.0,max_entropy,Memoryless,5,500.0
151,7,36,3.0,max_entropy,Memoryless,5,500.0
123,8,36,3.0,max_entropy,Memoryless,5,500.0
96,9,36,3.0,max_entropy,Memoryless,5,500.0
85,10,36,3.0,max_entropy,Memoryless,5,500.0
74,11,36,3.0,max_entropy,Memoryless,5,500.0
65,12,36,3.0,max_entropy,Memoryless,5,500.0
52,13,36,3.0,max_entropy,Memoryless,5,500.0
42,14,36,3.0,max_entropy,Memoryless,5,500.0
35,15,36,3.0,max_entropy,Memoryless,5,500.0
29,16,36,3.0,max_entropy,Memoryless,5,500.0
24,17,36,3.0,max_entropy,Memoryless,5,500.0
20,18,36,3.0,max_entropy,Memoryless,5,500.0
16,19,36,3.0,max_entropy,Memoryless,5,500.0
14,20,36,3.0,max_entropy,Memoryless,5,500.0
14,21,36,3.0,max_entropy,Memoryless,5,500.0
11,22,36,3.0,max_entropy,Memoryless,5,500.0
8,23,36,3.0,max_entropy,Memoryless,5,500.0
7,24,36,3.0,max_entropy,Memoryless,5,500.0
6,25,36,3.0,max_entropy,Memoryless,5,500.0
4,30,36,3.0,max_entropy,Memoryless,5,500.0
4,29,36,3.0,max_entropy,Memoryless,5,500.0
4,28,36,3.0,max_entropy,Memoryless,5,500.0
4,27,36,3.0,max_entropy,Memoryless,5,500.0
4,26,36,3.0,max_entropy,Memoryless,5,500.0
2,31,36,3.0,max_entropy,Memoryless,5,500.0
1,32,36,3.0,max_entropy,Memoryless,5,500.0
1,33,36,3.0,max_entropy,Memoryless,5,500.0
1,34,36,3.0,max_entropy,Memoryless,5,500.0
1,35,36,3.0,max_entropy,Memoryless,5,500.0
1,36,36,3.0,max_entropy,Memoryless,5,500.0
500,1,10,3.0,min_entropy,Memoryless,10,500.0
500,2,10,3.0,min_entropy,Memoryless,10,500.0
500,3,10,3.0,min_entropy,Memoryless,10,500.0
500,4,10,3.0,min_entropy,Memoryless,10,500.0
500,5,10,3.0,min_entropy,Memoryless,10,500.0
500,6,10,3.0,min_entropy,Memoryless,10,500.0
500,7,10,3.0,min_entropy,Memoryless,10,500.0
500,8,10,3.0,min_entropy,Memoryless,10,500.0
500,9,10,3.0,min_entropy,Memoryless,10,500.0
500,10,10,3.0,min_entropy,Memoryless,10,500.0
500,1,59,3.0,med_entropy,Memoryless,10,500.0
438,2,59,3.0,med_entropy,Memoryless,10,500.0
390,3,59,3.0,med_entropy,Memoryless,10,500.0
337,4,59,3.0,med_entropy,Memoryless,10,500.0
295,5,59,3.0,med_entropy,Memoryless,10,500.0
256,6,59,3.0,med_entropy,Memoryless,10,500.0
226,7,59,3.0,med_entropy,Memoryless,10,500.0
201,8,59,3.0,med_entropy,Memoryless,10,500.0
181,9,59,3.0,med_entropy,Memoryless,10,500.0
169,10,59,3.0,med_entropy,Memoryless,10,500.0
145,11,59,3.0,med_entropy,Memoryless,10,500.0
118,12,59,3.0,med_entropy,Memoryless,10,500.0
104,13,59,3.0,med_entropy,Memoryless,10,500.0
92,14,59,3.0,med_entropy,Memoryless,10,500.0
85,15,59,3.0,med_entropy,Memoryless,10,500.0
74,16,59,3.0,med_entropy,Memoryless,10,500.0
69,17,59,3.0,med_entropy,Memoryless,10,500.0
59,18,59,3.0,med_entropy,Memoryless,10,500.0
52,19,59,3.0,med_entropy,Memoryless,10,500.0
46,20,59,3.0,med_entropy,Memoryless,10,500.0
41,21,59,3.0,med_entropy,Memoryless,10,500.0
36,22,59,3.0,med_entropy,Memoryless,10,500.0
33,23,59,3.0,med_entropy,Memoryless,10,500.0
25,24,59,3.0,med_entropy,Memoryless,10,500.0
23,25,59,3.0,med_entropy,Memoryless,10,500.0
21,26,59,3.0,med_entropy,Memoryless,10,500.0
19,27,59,3.0,med_entropy,Memoryless,10,500.0
16,28,59,3.0,med_entropy,Memoryless,10,500.0
16,29,59,3.0,med_entropy,Memoryless,10,500.0
15,31,59,3.0,med_entropy,Memoryless,10,500.0
15,30,59,3.0,med_entropy,Memoryless,10,500.0
14,32,59,3.0,med_entropy,Memoryless,10,500.0
9,34,59,3.0,med_entropy,Memoryless,10,500.0
9,33,59,3.0,med_entropy,Memoryless,10,500.0
8,35,59,3.0,med_entropy,Memoryless,10,500.0
8,36,59,3.0,med_entropy,Memoryless,10,500.0
5,37,59,3.0,med_entropy,Memoryless,10,500.0
4,38,59,3.0,med_entropy,Memoryless,10,500.0
4,39,59,3.0,med_entropy,Memoryless,10,500.0
3,44,59,3.0,med_entropy,Memoryless,10,500.0
3,48,59,3.0,med_entropy,Memoryless,10,500.0
3,47,59,3.0,med_entropy,Memoryless,10,500.0
3,45,59,3.0,med_entropy,Memoryless,10,500.0
3,46,59,3.0,med_entropy,Memoryless,10,500.0
3,43,59,3.0,med_entropy,Memoryless,10,500.0
3,42,59,3.0,med_entropy,Memoryless,10,500.0
3,41,59,3.0,med_entropy,Memoryless,10,500.0
3,40,59,3.0,med_entropy,Memoryless,10,500.0
2,49,59,3.0,med_entropy,Memoryless,10,500.0
2,50,59,3.0,med_entropy,Memoryless,10,500.0
2,51,59,3.0,med_entropy,Memoryless,10,500.0
1,52,59,3.0,med_entropy,Memoryless,10,500.0
1,53,59,3.0,med_entropy,Memoryless,10,500.0
1,54,59,3.0,med_entropy,Memoryless,10,500.0
1,55,59,3.0,med_entropy,Memoryless,10,500.0
1,56,59,3.0,med_entropy,Memoryless,10,500.0
1,57,59,3.0,med_entropy,Memoryless,10,500.0
1,58,59,3.0,med_entropy,Memoryless,10,500.0
1,59,59,3.0,med_entropy,Memoryless,10,500.0
500,1,76,3.0,max_entropy,Memoryless,10,500.0
447,2,76,3.0,max_entropy,Memoryless,10,500.0
403,3,76,3.0,max_entropy,Memoryless,10,500.0
371,4,76,3.0,max_entropy,Memoryless,10,500.0
345,5,76,3.0,max_entropy,Memoryless,10,500.0
304,6,76,3.0,max_entropy,Memoryless,10,500.0
277,7,76,3.0,max_entropy,Memoryless,10,500.0
246,8,76,3.0,max_entropy,Memoryless,10,500.0
233,9,76,3.0,max_entropy,Memoryless,10,500.0
217,10,76,3.0,max_entropy,Memoryless,10,500.0
199,11,76,3.0,max_entropy,Memoryless,10,500.0
178,12,76,3.0,max_entropy,Memoryless,10,500.0
163,13,76,3.0,max_entropy,Memoryless,10,500.0
146,14,76,3.0,max_entropy,Memoryless,10,500.0
135,15,76,3.0,max_entropy,Memoryless,10,500.0
123,16,76,3.0,max_entropy,Memoryless,10,500.0
110,17,76,3.0,max_entropy,Memoryless,10,500.0
101,18,76,3.0,max_entropy,Memoryless,10,500.0
92,19,76,3.0,max_entropy,Memoryless,10,500.0
82,20,76,3.0,max_entropy,Memoryless,10,500.0
74,21,76,3.0,max_entropy,Memoryless,10,500.0
64,22,76,3.0,max_entropy,Memoryless,10,500.0
58,23,76,3.0,max_entropy,Memoryless,10,500.0
55,24,76,3.0,max_entropy,Memoryless,10,500.0
44,25,76,3.0,max_entropy,Memoryless,10,500.0
40,26,76,3.0,max_entropy,Memoryless,10,500.0
39,27,76,3.0,max_entropy,Memoryless,10,500.0
35,28,76,3.0,max_entropy,Memoryless,10,500.0
32,29,76,3.0,max_entropy,Memoryless,10,500.0
31,30,76,3.0,max_entropy,Memoryless,10,500.0
29,31,76,3.0,max_entropy,Memoryless,10,500.0
25,32,76,3.0,max_entropy,Memoryless,10,500.0
24,33,76,3.0,max_entropy,Memoryless,10,500.0
20,34,76,3.0,max_entropy,Memoryless,10,500.0
15,35,76,3.0,max_entropy,Memoryless,10,500.0
15,36,76,3.0,max_entropy,Memoryless,10,500.0
14,37,76,3.0,max_entropy,Memoryless,10,500.0
13,38,76,3.0,max_entropy,Memoryless,10,500.0
9,41,76,3.0,max_entropy,Memoryless,10,500.0
9,39,76,3.0,max_entropy,Memoryless,10,500.0
9,40,76,3.0,max_entropy,Memoryless,10,500.0
8,42,76,3.0,max_entropy,Memoryless,10,500.0
7,43,76,3.0,max_entropy,Memoryless,10,500.0
7,44,76,3.0,max_entropy,Memoryless,10,500.0
7,45,76,3.0,max_entropy,Memoryless,10,500.0
7,46,76,3.0,max_entropy,Memoryless,10,500.0
7,47,76,3.0,max_entropy,Memoryless,10,500.0
7,48,76,3.0,max_entropy,Memoryless,10,500.0
7,49,76,3.0,max_entropy,Memoryless,10,500.0
6,50,76,3.0,max_entropy,Memoryless,10,500.0
5,51,76,3.0,max_entropy,Memoryless,10,500.0
5,52,76,3.0,max_entropy,Memoryless,10,500.0
5,53,76,3.0,max_entropy,Memoryless,10,500.0
4,54,76,3.0,max_entropy,Memoryless,10,500.0
4,55,76,3.0,max_entropy,Memoryless,10,500.0
4,56,76,3.0,max_entropy,Memoryless,10,500.0
2,61,76,3.0,max_entropy,Memoryless,10,500.0
2,60,76,3.0,max_entropy,Memoryless,10,500.0
2,59,76,3.0,max_entropy,Memoryless,10,500.0
2,58,76,3.0,max_entropy,Memoryless,10,500.0
2,57,76,3.0,max_entropy,Memoryless,10,500.0
1,69,76,3.0,max_entropy,Memoryless,10,500.0
1,75,76,3.0,max_entropy,Memoryless,10,500.0
1,74,76,3.0,max_entropy,Memoryless,10,500.0
1,73,76,3.0,max_entropy,Memoryless,10,500.0
1,72,76,3.0,max_entropy,Memoryless,10,500.0
1,71,76,3.0,max_entropy,Memoryless,10,500.0
1,70,76,3.0,max_entropy,Memoryless,10,500.0
1,68,76,3.0,max_entropy,Memoryless,10,500.0
1,67,76,3.0,max_entropy,Memoryless,10,500.0
1,66,76,3.0,max_entropy,Memoryless,10,500.0
1,65,76,3.0,max_entropy,Memoryless,10,500.0
1,64,76,3.0,max_entropy,Memoryless,10,500.0
1,63,76,3.0,max_entropy,Memoryless,10,500.0
1,62,76,3.0,max_entropy,Memoryless,10,500.0
1,76,76,3.0,max_entropy,Memoryless,10,500.0
500,1,5,3.0,min_entropy,Memory,5,500.0
500,2,5,3.0,min_entropy,Memory,5,500.0
500,3,5,3.0,min_entropy,Memory,5,500.0
500,4,5,3.0,min_entropy,Memory,5,500.0
500,5,5,3.0,min_entropy,Memory,5,500.0
500,1,36,3.0,med_entropy,Memory,5,500.0
429,2,36,3.0,med_entropy,Memory,5,500.0
326,3,36,3.0,med_entropy,Memory,5,500.0
251,4,36,3.0,med_entropy,Memory,5,500.0
196,5,36,3.0,med_entropy,Memory,5,500.0
159,6,36,3.0,med_entropy,Memory,5,500.0
123,7,36,3.0,med_entropy,Memory,5,500.0
90,8,36,3.0,med_entropy,Memory,5,500.0
77,9,36,3.0,med_entropy,Memory,5,500.0
60,10,36,3.0,med_entropy,Memory,5,500.0
47,11,36,3.0,med_entropy,Memory,5,500.0
39,12,36,3.0,med_entropy,Memory,5,500.0
32,13,36,3.0,med_entropy,Memory,5,500.0
23,14,36,3.0,med_entropy,Memory,5,500.0
20,15,36,3.0,med_entropy,Memory,5,500.0
15,16,36,3.0,med_entropy,Memory,5,500.0
11,17,36,3.0,med_entropy,Memory,5,500.0
9,18,36,3.0,med_entropy,Memory,5,500.0
7,19,36,3.0,med_entropy,Memory,5,500.0
6,20,36,3.0,med_entropy,Memory,5,500.0
6,21,36,3.0,med_entropy,Memory,5,500.0
5,22,36,3.0,med_entropy,Memory,5,500.0
4,23,36,3.0,med_entropy,Memory,5,500.0
3,24,36,3.0,med_entropy,Memory,5,500.0
3,25,36,3.0,med_entropy,Memory,5,500.0
3,26,36,3.0,med_entropy,Memory,5,500.0
2,29,36,3.0,med_entropy,Memory,5,500.0
2,28,36,3.0,med_entropy,Memory,5,500.0
2,27,36,3.0,med_entropy,Memory,5,500.0
1,30,36,3.0,med_entropy,Memory,5,500.0
1,31,36,3.0,med_entropy,Memory,5,500.0
1,32,36,3.0,med_entropy,Memory,5,500.0
1,33,36,3.0,med_entropy,Memory,5,500.0
1,34,36,3.0,med_entropy,Memory,5,500.0
1,35,36,3.0,med_entropy,Memory,5,500.0
1,36,36,3.0,med_entropy,Memory,5,500.0
500,1,31,3.0,max_entropy,Memory,5,500.0
408,2,31,3.0,max_entropy,Memory,5,500.0
338,3,31,3.0,max_entropy,Memory,5,500.0
281,4,31,3.0,max_entropy,Memory,5,500.0
233,5,31,3.0,max_entropy,Memory,5,500.0
199,6,31,3.0,max_entropy,Memory,5,500.0
162,7,31,3.0,max_entropy,Memory,5,500.0
139,8,31,3.0,max_entropy,Memory,5,500.0
126,9,31,3.0,max_entropy,Memory,5,500.0
111,10,31,3.0,max_entropy,Memory,5,500.0
89,11,31,3.0,max_entropy,Memory,5,500.0
69,12,31,3.0,max_entropy,Memory,5,500.0
58,13,31,3.0,max_entropy,Memory,5,500.0
54,14,31,3.0,max_entropy,Memory,5,500.0
48,15,31,3.0,max_entropy,Memory,5,500.0
42,16,31,3.0,max_entropy,Memory,5,500.0
37,17,31,3.0,max_entropy,Memory,5,500.0
33,18,31,3.0,max_entropy,Memory,5,500.0
24,19,31,3.0,max_entropy,Memory,5,500.0
19,20,31,3.0,max_entropy,Memory,5,500.0
15,21,31,3.0,max_entropy,Memory,5,500.0
9,22,31,3.0,max_entropy,Memory,5,500.0
7,23,31,3.0,max_entropy,Memory,5,500.0
5,24,31,3.0,max_entropy,Memory,5,500.0
5,25,31,3.0,max_entropy,Memory,5,500.0
5,26,31,3.0,max_entropy,Memory,5,500.0
5,27,31,3.0,max_entropy,Memory,5,500.0
3,28,31,3.0,max_entropy,Memory,5,500.0
2,29,31,3.0,max_entropy,Memory,5,500.0
2,30,31,3.0,max_entropy,Memory,5,500.0
2,31,31,3.0,max_entropy,Memory,5,500.0
500,1,10,3.0,min_entropy,Memory,10,500.0
500,2,10,3.0,min_entropy,Memory,10,500.0
500,3,10,3.0,min_entropy,Memory,10,500.0
500,4,10,3.0,min_entropy,Memory,10,500.0
500,5,10,3.0,min_entropy,Memory,10,500.0
500,6,10,3.0,min_entropy,Memory,10,500.0
500,7,10,3.0,min_entropy,Memory,10,500.0
500,8,10,3.0,min_entropy,Memory,10,500.0
500,9,10,3.0,min_entropy,Memory,10,500.0
500,10,10,3.0,min_entropy,Memory,10,500.0
500,1,1,3.0,med_entropy,Memory,10,500.0
500,1,91,3.0,max_entropy,Memory,10,500.0
466,2,91,3.0,max_entropy,Memory,10,500.0
431,3,91,3.0,max_entropy,Memory,10,500.0
384,4,91,3.0,max_entropy,Memory,10,500.0
353,5,91,3.0,max_entropy,Memory,10,500.0
318,6,91,3.0,max_entropy,Memory,10,500.0
287,7,91,3.0,max_entropy,Memory,10,500.0
260,8,91,3.0,max_entropy,Memory,10,500.0
236,9,91,3.0,max_entropy,Memory,10,500.0
216,10,91,3.0,max_entropy,Memory,10,500.0
197,11,91,3.0,max_entropy,Memory,10,500.0
181,12,91,3.0,max_entropy,Memory,10,500.0
162,13,91,3.0,max_entropy,Memory,10,500.0
148,14,91,3.0,max_entropy,Memory,10,500.0
140,15,91,3.0,max_entropy,Memory,10,500.0
129,16,91,3.0,max_entropy,Memory,10,500.0
116,17,91,3.0,max_entropy,Memory,10,500.0
105,18,91,3.0,max_entropy,Memory,10,500.0
91,19,91,3.0,max_entropy,Memory,10,500.0
78,20,91,3.0,max_entropy,Memory,10,500.0
72,21,91,3.0,max_entropy,Memory,10,500.0
66,22,91,3.0,max_entropy,Memory,10,500.0
63,23,91,3.0,max_entropy,Memory,10,500.0
62,24,91,3.0,max_entropy,Memory,10,500.0
56,25,91,3.0,max_entropy,Memory,10,500.0
53,26,91,3.0,max_entropy,Memory,10,500.0
50,27,91,3.0,max_entropy,Memory,10,500.0
45,28,91,3.0,max_entropy,Memory,10,500.0
42,29,91,3.0,max_entropy,Memory,10,500.0
40,30,91,3.0,max_entropy,Memory,10,500.0
36,31,91,3.0,max_entropy,Memory,10,500.0
35,32,91,3.0,max_entropy,Memory,10,500.0
32,33,91,3.0,max_entropy,Memory,10,500.0
28,34,91,3.0,max_entropy,Memory,10,500.0
27,35,91,3.0,max_entropy,Memory,10,500.0
25,36,91,3.0,max_entropy,Memory,10,500.0
23,37,91,3.0,max_entropy,Memory,10,500.0
20,38,91,3.0,max_entropy,Memory,10,500.0
16,39,91,3.0,max_entropy,Memory,10,500.0
15,40,91,3.0,max_entropy,Memory,10,500.0
15,41,91,3.0,max_entropy,Memory,10,500.0
13,42,91,3.0,max_entropy,Memory,10,500.0
12,43,91,3.0,max_entropy,Memory,10,500.0
10,44,91,3.0,max_entropy,Memory,10,500.0
9,45,91,3.0,max_entropy,Memory,10,500.0
7,46,91,3.0,max_entropy,Memory,10,500.0
5,47,91,3.0,max_entropy,Memory,10,500.0
5,49,91,3.0,max_entropy,Memory,10,500.0
5,50,91,3.0,max_entropy,Memory,10,500.0
5,48,91,3.0,max_entropy,Memory,10,500.0
4,51,91,3.0,max_entropy,Memory,10,500.0
4,52,91,3.0,max_entropy,Memory,10,500.0
3,58,91,3.0,max_entropy,Memory,10,500.0
3,63,91,3.0,max_entropy,Memory,10,500.0
3,62,91,3.0,max_entropy,Memory,10,500.0
3,61,91,3.0,max_entropy,Memory,10,500.0
3,60,91,3.0,max_entropy,Memory,10,500.0
3,59,91,3.0,max_entropy,Memory,10,500.0
3,57,91,3.0,max_entropy,Memory,10,500.0
3,56,91,3.0,max_entropy,Memory,10,500.0
3,55,91,3.0,max_entropy,Memory,10,500.0
3,54,91,3.0,max_entropy,Memory,10,500.0
3,53,91,3.0,max_entropy,Memory,10,500.0
2,73,91,3.0,max_entropy,Memory,10,500.0
2,80,91,3.0,max_entropy,Memory,10,500.0
2,79,91,3.0,max_entropy,Memory,10,500.0
2,78,91,3.0,max_entropy,Memory,10,500.0
2,77,91,3.0,max_entropy,Memory,10,500.0
2,76,91,3.0,max_entropy,Memory,10,500.0
2,75,91,3.0,max_entropy,Memory,10,500.0
2,74,91,3.0,max_entropy,Memory,10,500.0
2,69,91,3.0,max_entropy,Memory,10,500.0
2,72,91,3.0,max_entropy,Memory,10,500.0
2,70,91,3.0,max_entropy,Memory,10,500.0
2,68,91,3.0,max_entropy,Memory,10,500.0
2,67,91,3.0,max_entropy,Memory,10,500.0
2,66,91,3.0,max_entropy,Memory,10,500.0
2,65,91,3.0,max_entropy,Memory,10,500.0
2,64,91,3.0,max_entropy,Memory,10,500.0
2,71,91,3.0,max_entropy,Memory,10,500.0
1,86,91,3.0,max_entropy,Memory,10,500.0
1,90,91,3.0,max_entropy,Memory,10,500.0
1,89,91,3.0,max_entropy,Memory,10,500.0
1,88,91,3.0,max_entropy,Memory,10,500.0
1,87,91,3.0,max_entropy,Memory,10,500.0
1,82,91,3.0,max_entropy,Memory,10,500.0
1,85,91,3.0,max_entropy,Memory,10,500.0
1,84,91,3.0,max_entropy,Memory,10,500.0
1,83,91,3.0,max_entropy,Memory,10,500.0
1,81,91,3.0,max_entropy,Memory,10,500.0
1,91,91,3.0,max_entropy,Memory,10,500.0
500,1,5,3.0,min_entropy,Memoryless,5,500.0
500,2,5,3.0,min_entropy,Memoryless,5,500.0
500,3,5,3.0,min_entropy,Memoryless,5,500.0
500,4,5,3.0,min_entropy,Memoryless,5,500.0
500,5,5,3.0,min_entropy,Memoryless,5,500.0
500,1,16,3.0,med_entropy,Memoryless,5,500.0
331,2,16,3.0,med_entropy,Memoryless,5,500.0
241,3,16,3.0,med_entropy,Memoryless,5,500.0
166,4,16,3.0,med_entropy,Memoryless,5,500.0
104,5,16,3.0,med_entropy,Memoryless,5,500.0
79,6,16,3.0,med_entropy,Memoryless,5,500.0
51,7,16,3.0,med_entropy,Memoryless,5,500.0
31,8,16,3.0,med_entropy,Memoryless,5,500.0
18,9,16,3.0,med_entropy,Memoryless,5,500.0
6,10,16,3.0,med_entropy,Memoryless,5,500.0
6,11,16,3.0,med_entropy,Memoryless,5,500.0
4,12,16,3.0,med_entropy,Memoryless,5,500.0
2,13,16,3.0,med_entropy,Memoryless,5,500.0
1,14,16,3.0,med_entropy,Memoryless,5,500.0
1,15,16,3.0,med_entropy,Memoryless,5,500.0
1,16,16,3.0,med_entropy,Memoryless,5,500.0
500,1,31,3.0,max_entropy,Memoryless,5,500.0
414,2,31,3.0,max_entropy,Memoryless,5,500.0
341,3,31,3.0,max_entropy,Memoryless,5,500.0
280,4,31,3.0,max_entropy,Memoryless,5,500.0
242,5,31,3.0,max_entropy,Memoryless,5,500.0
208,6,31,3.0,max_entropy,Memoryless,5,500.0
165,7,31,3.0,max_entropy,Memoryless,5,500.0
136,8,31,3.0,max_entropy,Memoryless,5,500.0
108,9,31,3.0,max_entropy,Memoryless,5,500.0
90,10,31,3.0,max_entropy,Memoryless,5,500.0
75,11,31,3.0,max_entropy,Memoryless,5,500.0
59,12,31,3.0,max_entropy,Memoryless,5,500.0
52,13,31,3.0,max_entropy,Memoryless,5,500.0
45,14,31,3.0,max_entropy,Memoryless,5,500.0
34,15,31,3.0,max_entropy,Memoryless,5,500.0
31,16,31,3.0,max_entropy,Memoryless,5,500.0
26,17,31,3.0,max_entropy,Memoryless,5,500.0
24,18,31,3.0,max_entropy,Memoryless,5,500.0
16,19,31,3.0,max_entropy,Memoryless,5,500.0
11,20,31,3.0,max_entropy,Memoryless,5,500.0
11,21,31,3.0,max_entropy,Memoryless,5,500.0
9,22,31,3.0,max_entropy,Memoryless,5,500.0
8,23,31,3.0,max_entropy,Memoryless,5,500.0
5,24,31,3.0,max_entropy,Memoryless,5,500.0
5,25,31,3.0,max_entropy,Memoryless,5,500.0
4,26,31,3.0,max_entropy,Memoryless,5,500.0
4,27,31,3.0,max_entropy,Memoryless,5,500.0
2,28,31,3.0,max_entropy,Memoryless,5,500.0
1,29,31,3.0,max_entropy,Memoryless,5,500.0
1,30,31,3.0,max_entropy,Memoryless,5,500.0
1,31,31,3.0,max_entropy,Memoryless,5,500.0
500,1,10,3.0,min_entropy,Memoryless,10,500.0
500,2,10,3.0,min_entropy,Memoryless,10,500.0
500,3,10,3.0,min_entropy,Memoryless,10,500.0
500,4,10,3.0,min_entropy,Memoryless,10,500.0
500,5,10,3.0,min_entropy,Memoryless,10,500.0
500,6,10,3.0,min_entropy,Memoryless,10,500.0
500,7,10,3.0,min_entropy,Memoryless,10,500.0
500,8,10,3.0,min_entropy,Memoryless,10,500.0
500,9,10,3.0,min_entropy,Memoryless,10,500.0
500,10,10,3.0,min_entropy,Memoryless,10,500.0
500,1,57,3.0,med_entropy,Memoryless,10,500.0
427,2,57,3.0,med_entropy,Memoryless,10,500.0
397,3,57,3.0,med_entropy,Memoryless,10,500.0
360,4,57,3.0,med_entropy,Memoryless,10,500.0
315,5,57,3.0,med_entropy,Memoryless,10,500.0
287,6,57,3.0,med_entropy,Memoryless,10,500.0
265,7,57,3.0,med_entropy,Memoryless,10,500.0
240,8,57,3.0,med_entropy,Memoryless,10,500.0
213,9,57,3.0,med_entropy,Memoryless,10,500.0
195,10,57,3.0,med_entropy,Memoryless,10,500.0
176,11,57,3.0,med_entropy,Memoryless,10,500.0
157,12,57,3.0,med_entropy,Memoryless,10,500.0
141,13,57,3.0,med_entropy,Memoryless,10,500.0
121,14,57,3.0,med_entropy,Memoryless,10,500.0
111,15,57,3.0,med_entropy,Memoryless,10,500.0
97,16,57,3.0,med_entropy,Memoryless,10,500.0
87,17,57,3.0,med_entropy,Memoryless,10,500.0
77,18,57,3.0,med_entropy,Memoryless,10,500.0
69,19,57,3.0,med_entropy,Memoryless,10,500.0
62,20,57,3.0,med_entropy,Memoryless,10,500.0
54,21,57,3.0,med_entropy,Memoryless,10,500.0
51,22,57,3.0,med_entropy,Memoryless,10,500.0
47,23,57,3.0,med_entropy,Memoryless,10,500.0
44,24,57,3.0,med_entropy,Memoryless,10,500.0
39,25,57,3.0,med_entropy,Memoryless,10,500.0
32,26,57,3.0,med_entropy,Memoryless,10,500.0
29,27,57,3.0,med_entropy,Memoryless,10,500.0
29,28,57,3.0,med_entropy,Memoryless,10,500.0
27,29,57,3.0,med_entropy,Memoryless,10,500.0
25,30,57,3.0,med_entropy,Memoryless,10,500.0
24,31,57,3.0,med_entropy,Memoryless,10,500.0
21,32,57,3.0,med_entropy,Memoryless,10,500.0
21,33,57,3.0,med_entropy,Memoryless,10,500.0
20,34,57,3.0,med_entropy,Memoryless,10,500.0
18,35,57,3.0,med_entropy,Memoryless,10,500.0
17,36,57,3.0,med_entropy,Memoryless,10,500.0
17,37,57,3.0,med_entropy,Memoryless,10,500.0
16,38,57,3.0,med_entropy,Memoryless,10,500.0
15,39,57,3.0,med_entropy,Memoryless,10,500.0
14,40,57,3.0,med_entropy,Memoryless,10,500.0
14,41,57,3.0,med_entropy,Memoryless,10,500.0
12,43,57,3.0,med_entropy,Memoryless,10,500.0
12,44,57,3.0,med_entropy,Memoryless,10,500.0
12,42,57,3.0,med_entropy,Memoryless,10,500.0
11,45,57,3.0,med_entropy,Memoryless,10,500.0
11,46,57,3.0,med_entropy,Memoryless,10,500.0
11,47,57,3.0,med_entropy,Memoryless,10,500.0
10,48,57,3.0,med_entropy,Memoryless,10,500.0
9,49,57,3.0,med_entropy,Memoryless,10,500.0
8,50,57,3.0,med_entropy,Memoryless,10,500.0
