caseid,activity,activity_no,y_acc_sum,z_t,n_t,q_t,h_t,b_t,s_t,v_t,u_t,starttime,endtime,arrival_datetime,start_datetime,end_datetime,start_day,start_hour
0,b,1,0,1.850651175601452,1.850651175601452,1.9775798860652962,0.082,0.0449287104638441,0.0,0.8410149141714615,0.9679436246353056,1.9775798860652962,2.818594800236758,2023-01-03 14:24:56,2023-01-03 17:27:42,2023-01-04 13:38:46,Tuesday,17
1,f,1,0,6.852052415270634,6.852052415270634,6.917018347900547,0.041,0.023965932629913186,0.5829816520994529,0.44512824818995167,1.0930758329193178,7.500000000000001,7.945128248189953,2023-01-08 14:26:57,2023-01-09 06:00:00,2023-01-09 16:40:59,Monday,6
1,d,2,0,6.852052415270634,7.945128248189953,1.164781045738776,0.0,0.2196527975488234,0.33521895426122406,0.6969030303270337,1.251774782137081,8.5,9.196903030327034,2023-01-08 14:26:57,2023-01-10 06:00:00,2023-01-10 22:43:32,Tuesday,6
1,c,3,0,6.852052415270634,9.196903030327034,2.4611526832361577,0.041,0.22324965290912277,0.03884731676384234,0.1974188840907406,0.5005158537637058,9.5,9.697418884090741,2023-01-08 14:26:57,2023-01-11 06:00:00,2023-01-11 10:44:16,Wednesday,6
1,e,4,0,6.852052415270634,9.69741888409074,2.839556296018255,0.082,0.06013741192751694,0.0,0.32690436948944823,0.4690417814169652,9.839556296018257,10.166460665507705,2023-01-08 14:26:57,2023-01-11 14:08:57,2023-01-11 21:59:42,Wednesday,14
1,f,5,0,6.852052415270634,10.166460665507705,3.335926402363574,0.0,0.16946573685586885,0.16407359763642582,0.1896495007190921,0.5231888352113867,10.5,10.689649500719092,2023-01-08 14:26:57,2023-01-12 06:00:00,2023-01-12 10:33:05,Thursday,6
2,f,1,0,7.102297060603153,7.102297060603153,0.15641446471214238,0.041,0.013117404108989601,0.3435855352878576,0.05003740715451607,0.4477403465513633,7.5,7.550037407154516,2023-01-08 20:27:18,2023-01-09 06:00:00,2023-01-09 07:12:03,Monday,6
2,d,2,0,7.102297060603153,7.550037407154516,1.0135859986417195,0.082,0.3815485914872043,0.4864140013582805,2.2945547454704966,3.2445173383159815,8.5,10.794554745470496,2023-01-08 20:27:18,2023-01-10 06:00:00,2023-01-12 13:04:09,Tuesday,6
3,c,1,0,10.346024455509696,10.346024455509696,3.499666189144291,0.082,0.07164173363459576,0.00033381085570916014,0.1574155371357705,0.3113910816260754,10.500000000000002,10.657415537135773,2023-01-12 02:18:16,2023-01-12 06:00:00,2023-01-12 09:46:40,Thursday,6
3,e,2,0,10.346024455509696,10.65741553713577,4.269872546323953,0.041,0.5714570091881821,0.23012745367604737,0.7976808009893124,1.640265263853542,11.5,12.297680800989312,2023-01-12 02:18:16,2023-01-13 06:00:00,2023-01-14 01:08:39,Friday,6
